"game_date","week","home_team","away_team","winner","tie","weekday","time","pts_win","pts_loss","yds_win","turnovers_win","yds_loss","turnovers_loss","home_team_name","home_team_city","away_team_name","away_team_city","total_attendance","home_attendance","away_attendance","weekly_attendance","wins","loss","points_for","points_against","points_differential","margin_of_victory","strength_of_schedule","simple_rating","offensive_ranking","defensive_ranking","playoffs","superbowl_winner","game_year"
2016-10-02,"4","Arizona Cardinals","Los Angeles Rams","Los Angeles Rams",NA,"Sun",16:25:00,17,13,288,1,420,5,"Cardinals","Arizona","Rams","Los Angeles",1083135,518652,564483,64622,7,8,418,362,56,3.5,-1.9,1.6,2.4,-0.8,0,0,2016
2016-10-02,"4","San Francisco 49ers","Dallas Cowboys","Dallas Cowboys",NA,"Sun",16:25:00,24,17,428,0,295,1,"49ers","San Francisco","Cowboys","Dallas",1119165,561424,557741,70178,2,14,309,480,-171,-10.7,-0.5,-11.2,-3.7,-7.5,0,0,2016
2016-10-02,"4","San Diego Chargers","New Orleans Saints","New Orleans Saints",NA,"Sun",16:25:00,35,34,275,2,346,3,"Chargers","San Diego","Saints","New Orleans",998070,456197,541873,60641,5,11,410,423,-13,-0.8,0.9,0.1,3,-3,0,0,2016
2016-10-02,"4","Pittsburgh Steelers","Kansas City Chiefs","Pittsburgh Steelers",NA,"Sun",20:30:00,43,14,436,0,357,2,"Steelers","Pittsburgh","Chiefs","Kansas City",1065627,514503,551124,61278,11,5,399,327,72,4.5,0.2,4.7,2.8,2,1,0,2016
2016-10-03,"4","Minnesota Vikings","New York Giants","Minnesota Vikings",NA,"Mon",20:35:00,24,10,366,0,339,2,"Vikings","Minnesota","Giants","New York",1084502,534289,550213,66690,8,8,327,307,20,1.3,-0.3,0.9,-2.6,3.6,0,0,2016
2016-10-06,"5","San Francisco 49ers","Arizona Cardinals","Arizona Cardinals",NA,"Thu",20:27:00,33,21,288,0,286,3,"49ers","San Francisco","Cardinals","Arizona",1119165,561424,557741,70178,2,14,309,480,-171,-10.7,-0.5,-11.2,-3.7,-7.5,0,0,2016
2016-10-09,"5","Indianapolis Colts","Chicago Bears","Indianapolis Colts",NA,"Sun",13:02:00,29,23,396,0,522,1,"Colts","Indianapolis","Bears","Chicago",1100210,524393,575817,66622,8,8,411,392,19,1.2,-0.8,0.4,3.1,-2.7,0,0,2016
2016-10-09,"5","Detroit Lions","Philadelphia Eagles","Detroit Lions",NA,"Sun",13:02:00,24,23,244,1,346,2,"Lions","Detroit","Eagles","Philadelphia",1075305,486342,588963,58047,9,7,346,358,-12,-0.8,-0.6,-1.4,-1.3,-0.1,1,0,2016
2016-10-09,"5","Pittsburgh Steelers","New York Jets","Pittsburgh Steelers",NA,"Sun",13:02:00,31,13,436,1,316,0,"Steelers","Pittsburgh","Jets","New York",1065627,514503,551124,66385,11,5,399,327,72,4.5,0.2,4.7,2.8,2,1,0,2016
2016-10-09,"5","Miami Dolphins","Tennessee Titans","Tennessee Titans",NA,"Sun",13:02:00,30,17,398,0,200,2,"Dolphins","Miami","Titans","Tennessee",1073132,524101,549031,64425,10,6,363,380,-17,-1.1,-1.3,-2.4,-0.6,-1.8,1,0,2016
2016-10-09,"5","Cleveland Browns","New England Patriots","New England Patriots",NA,"Sun",13:02:00,33,13,501,0,262,1,"Browns","Cleveland","Patriots","New England",1044825,514489,530336,67431,1,15,264,452,-188,-11.8,1.7,-10.1,-5.2,-4.9,0,0,2016
2016-10-09,"5","Baltimore Ravens","Washington Redskins","Washington Redskins",NA,"Sun",13:03:00,16,10,310,2,306,1,"Ravens","Baltimore","Redskins","Washington",1134133,568823,565310,71318,8,8,343,321,22,1.4,0.2,1.5,-1.1,2.6,0,0,2016
2016-10-09,"5","Minnesota Vikings","Houston Texans","Minnesota Vikings",NA,"Sun",13:05:00,31,13,351,0,214,1,"Vikings","Minnesota","Texans","Houston",1084502,534289,550213,66683,8,8,327,307,20,1.3,-0.3,0.9,-2.6,3.6,0,0,2016
2016-10-09,"5","Denver Broncos","Atlanta Falcons","Atlanta Falcons",NA,"Sun",16:05:00,23,16,372,1,267,1,"Broncos","Denver","Falcons","Atlanta",1133943,614193,519750,76802,9,7,333,297,36,2.3,1.8,4,-2,6.1,0,0,2016
2016-10-09,"5","Oakland Raiders","San Diego Chargers","Oakland Raiders",NA,"Sun",16:25:00,34,31,389,1,423,4,"Raiders","Oakland","Chargers","San Diego",1009172,458561,550611,54275,12,4,416,385,31,1.9,1.3,3.3,3.5,-0.3,1,0,2016
2016-10-09,"5","Dallas Cowboys","Cincinnati Bengals","Dallas Cowboys",NA,"Sun",16:25:00,28,14,402,1,345,0,"Cowboys","Dallas","Bengals","Cincinnati",1322087,740318,581769,91653,13,3,421,306,115,7.2,-0.2,7,4.1,2.9,1,0,2016
2016-10-09,"5","Los Angeles Rams","Buffalo Bills","Buffalo Bills",NA,"Sun",16:25:00,30,19,305,0,345,3,"Rams","Los Angeles","Bills","Buffalo",1198268,665318,532950,83679,4,12,224,394,-170,-10.6,-0.5,-11.1,-9.5,-1.6,0,0,2016
2016-10-09,"5","Green Bay Packers","New York Giants","Green Bay Packers",NA,"Sun",20:30:00,23,16,406,2,221,1,"Packers","Green Bay","Giants","New York",1169215,625727,543488,78401,10,6,432,388,44,2.8,0.1,2.8,4.9,-2,1,0,2016
2016-10-10,"5","Carolina Panthers","Tampa Bay Buccaneers","Tampa Bay Buccaneers",NA,"Mon",20:04:00,17,14,315,0,414,4,"Panthers","Carolina","Buccaneers","Tampa Bay",1159680,590343,569337,73425,6,10,369,402,-33,-2.1,1.1,-1,-0.2,-0.8,0,0,2016
2016-10-13,"6","San Diego Chargers","Denver Broncos","San Diego Chargers",NA,"Thu",20:25:00,21,13,265,2,304,2,"Chargers","San Diego","Broncos","Denver",998070,456197,541873,58904,5,11,410,423,-13,-0.8,0.9,0.1,3,-3,0,0,2016
2016-10-16,"6","Tennessee Titans","Cleveland Browns","Tennessee Titans",NA,"Sun",13:02:00,28,26,407,1,341,0,"Titans","Tennessee","Browns","Cleveland",1016507,517273,499234,60897,9,7,381,378,3,0.2,-1.2,-1,0.7,-1.7,0,0,2016
2016-10-16,"6","New York Giants","Baltimore Ravens","New York Giants",NA,"Sun",13:02:00,27,23,435,3,391,0,"Giants","New York","Ravens","Baltimore",1217320,630315,587005,78487,11,5,310,284,26,1.6,0.5,2.1,-3.2,5.4,1,0,2016
2016-10-16,"6","Chicago Bears","Jacksonville Jaguars","Jacksonville Jaguars",NA,"Sun",13:02:00,17,16,317,2,389,0,"Bears","Chicago","Jaguars","Jacksonville",1060607,482951,577656,61054,3,13,279,399,-120,-7.5,0,-7.5,-5.2,-2.3,0,0,2016
2016-10-16,"6","Detroit Lions","Los Angeles Rams","Detroit Lions",NA,"Sun",13:02:00,31,28,348,0,387,1,"Lions","Detroit","Rams","Los Angeles",1075305,486342,588963,56018,9,7,346,358,-12,-0.8,-0.6,-1.4,-1.3,-0.1,1,0,2016
2016-10-16,"6","Miami Dolphins","Pittsburgh Steelers","Miami Dolphins",NA,"Sun",13:02:00,30,15,474,0,297,2,"Dolphins","Miami","Steelers","Pittsburgh",1073132,524101,549031,65351,10,6,363,380,-17,-1.1,-1.3,-2.4,-0.6,-1.8,1,0,2016
2016-10-16,"6","New England Patriots","Cincinnati Bengals","New England Patriots",NA,"Sun",13:02:00,35,17,437,0,357,0,"Patriots","New England","Bengals","Cincinnati",1094772,534632,560140,66829,14,2,441,250,191,11.9,-2.7,9.3,4.3,5,1,1,2016
2016-10-16,"6","Buffalo Bills","San Francisco 49ers","Buffalo Bills",NA,"Sun",13:02:00,45,16,492,2,300,1,"Bills","Buffalo","49ers","San Francisco",1098702,548073,550629,70003,7,9,399,378,21,1.3,-1.6,-0.3,1.8,-2.2,0,0,2016
2016-10-16,"6","Washington Redskins","Philadelphia Eagles","Washington Redskins",NA,"Sun",13:03:00,27,20,493,1,239,0,"Redskins","Washington","Eagles","Philadelphia",1206654,626432,580222,78934,8,7,396,383,13,0.8,1.2,2,3.3,-1.3,0,0,2016
2016-10-16,"6","New Orleans Saints","Carolina Panthers","New Orleans Saints",NA,"Sun",13:03:00,41,38,523,1,406,2,"Saints","New Orleans","Panthers","Carolina",1141039,584876,556163,73138,7,9,469,454,15,0.9,0.6,1.5,6.8,-5.3,0,0,2016
2016-10-16,"6","Oakland Raiders","Kansas City Chiefs","Kansas City Chiefs",NA,"Sun",16:05:00,26,10,406,0,285,2,"Raiders","Oakland","Chiefs","Kansas City",1009172,458561,550611,54211,12,4,416,385,31,1.9,1.3,3.3,3.5,-0.3,1,0,2016
2016-10-16,"6","Green Bay Packers","Dallas Cowboys","Dallas Cowboys",NA,"Sun",16:25:00,30,16,424,2,372,4,"Packers","Green Bay","Cowboys","Dallas",1169215,625727,543488,78481,10,6,432,388,44,2.8,0.1,2.8,4.9,-2,1,0,2016
2016-10-16,"6","Seattle Seahawks","Atlanta Falcons","Seattle Seahawks",NA,"Sun",16:26:00,26,24,333,0,362,2,"Seahawks","Seattle","Falcons","Atlanta",1138809,552588,586221,69071,10,5,354,292,62,3.9,-1.7,2.1,-2.4,4.5,1,0,2016
2016-10-16,"6","Houston Texans","Indianapolis Colts","Houston Texans",NA,"Sun",20:32:00,26,23,414,1,392,1,"Texans","Houston","Colts","Indianapolis",1132210,574947,557263,71891,9,7,279,328,-49,-3.1,0.4,-2.6,-5.3,2.7,1,0,2016
2016-10-17,"6","Arizona Cardinals","New York Jets","Arizona Cardinals",NA,"Mon",20:30:00,28,3,396,0,230,2,"Cardinals","Arizona","Jets","New York",1083135,518652,564483,64709,7,8,418,362,56,3.5,-1.9,1.6,2.4,-0.8,0,0,2016
2016-10-20,"7","Green Bay Packers","Chicago Bears","Green Bay Packers",NA,"Thu",20:26:00,26,10,406,1,189,2,"Packers","Green Bay","Bears","Chicago",1169215,625727,543488,78217,10,6,432,388,44,2.8,0.1,2.8,4.9,-2,1,0,2016
2016-10-23,"7","Los Angeles Rams","New York Giants","New York Giants",NA,"Sun",09:31:00,17,10,232,1,345,4,"Rams","Los Angeles","Giants","New York",1198268,665318,532950,74121,4,12,224,394,-170,-10.6,-0.5,-11.1,-9.5,-1.6,0,0,2016
2016-10-23,"7","Jacksonville Jaguars","Oakland Raiders","Oakland Raiders",NA,"Sun",13:02:00,33,16,344,0,344,3,"Jaguars","Jacksonville","Raiders","Oakland",1031602,517172,514430,62614,3,13,318,400,-82,-5.1,0.2,-5,-2.7,-2.3,0,0,2016
2016-10-23,"7","Philadelphia Eagles","Minnesota Vikings","Philadelphia Eagles",NA,"Sun",13:02:00,21,10,239,4,282,4,"Eagles","Philadelphia","Vikings","Minnesota",1125298,556768,568530,69596,7,9,367,331,36,2.3,1.6,3.8,1.3,2.5,0,0,2016
2016-10-23,"7","Cincinnati Bengals","Cleveland Browns","Cincinnati Bengals",NA,"Sun",13:02:00,31,17,559,1,352,2,"Bengals","Cincinnati","Browns","Cleveland",1088770,508071,580699,65047,6,9,325,315,10,0.6,0.4,1,-1.5,2.5,0,0,2016
2016-10-23,"7","Miami Dolphins","Buffalo Bills","Miami Dolphins",NA,"Sun",13:02:00,28,25,454,0,267,0,"Dolphins","Miami","Bills","Buffalo",1073132,524101,549031,65658,10,6,363,380,-17,-1.1,-1.3,-2.4,-0.6,-1.8,1,0,2016
2016-10-23,"7","Detroit Lions","Washington Redskins","Detroit Lions",NA,"Sun",13:02:00,20,17,344,0,413,2,"Lions","Detroit","Redskins","Washington",1075305,486342,588963,60461,9,7,346,358,-12,-0.8,-0.6,-1.4,-1.3,-0.1,1,0,2016
2016-10-23,"7","Tennessee Titans","Indianapolis Colts","Indianapolis Colts",NA,"Sun",13:02:00,34,26,422,0,331,1,"Titans","Tennessee","Colts","Indianapolis",1016507,517273,499234,65470,9,7,381,378,3,0.2,-1.2,-1,0.7,-1.7,0,0,2016
2016-10-23,"7","Kansas City Chiefs","New Orleans Saints","Kansas City Chiefs",NA,"Sun",13:03:00,27,21,326,0,463,2,"Chiefs","Kansas City","Saints","New Orleans",1115214,586624,528590,76282,12,4,389,311,78,4.9,0.7,5.6,1.2,4.4,1,0,2016
2016-10-23,"7","New York Jets","Baltimore Ravens","New York Jets",NA,"Sun",13:04:00,24,16,344,2,245,3,"Jets","New York","Ravens","Baltimore",1168377,625280,543097,78160,5,11,275,409,-134,-8.4,-0.1,-8.5,-5.5,-3,0,0,2016
2016-10-23,"7","Atlanta Falcons","San Diego Chargers","San Diego Chargers",NA,"Sun",16:05:00,33,30,426,2,386,1,"Falcons","Atlanta","Chargers","San Diego",1116392,559998,556394,69832,11,5,540,406,134,8.4,0.1,8.5,10.5,-2,1,0,2016
2016-10-23,"7","San Francisco 49ers","Tampa Bay Buccaneers","Tampa Bay Buccaneers",NA,"Sun",16:05:00,34,17,513,1,273,3,"49ers","San Francisco","Buccaneers","Tampa Bay",1119165,561424,557741,70178,2,14,309,480,-171,-10.7,-0.5,-11.2,-3.7,-7.5,0,0,2016
2016-10-23,"7","Pittsburgh Steelers","New England Patriots","New England Patriots",NA,"Sun",16:25:00,27,16,362,2,375,1,"Steelers","Pittsburgh","Patriots","New England",1065627,514503,551124,66009,11,5,399,327,72,4.5,0.2,4.7,2.8,2,1,0,2016
2016-10-23,"7","Arizona Cardinals","Seattle Seahawks","Seattle Seahawks","Arizona Cardinals","Sun",20:30:00,6,6,257,0,443,0,"Cardinals","Arizona","Seahawks","Seattle",1083135,518652,564483,65089,7,8,418,362,56,3.5,-1.9,1.6,2.4,-0.8,0,0,2016
2016-10-24,"7","Denver Broncos","Houston Texans","Denver Broncos",NA,"Mon",20:30:00,27,9,347,0,271,2,"Broncos","Denver","Texans","Houston",1133943,614193,519750,76865,9,7,333,297,36,2.3,1.8,4,-2,6.1,0,0,2016
2016-10-27,"8","Tennessee Titans","Jacksonville Jaguars","Tennessee Titans",NA,"Thu",20:26:00,36,22,494,0,370,1,"Titans","Tennessee","Jaguars","Jacksonville",1016507,517273,499234,61619,9,7,381,378,3,0.2,-1.2,-1,0.7,-1.7,0,0,2016
2016-10-30,"8","Cincinnati Bengals","Washington Redskins","Washington Redskins","Cincinnati Bengals","Sun",08:36:00,27,27,546,1,415,2,"Bengals","Cincinnati","Redskins","Washington",1088770,508071,580699,84488,6,9,325,315,10,0.6,0.4,1,-1.5,2.5,0,0,2016
2016-10-30,"8","Carolina Panthers","Arizona Cardinals","Carolina Panthers",NA,"Sun",12:47:00,30,20,349,1,340,2,"Panthers","Carolina","Cardinals","Arizona",1159680,590343,569337,74088,6,10,369,402,-33,-2.1,1.1,-1,-0.2,-0.8,0,0,2016
2016-10-30,"8","Cleveland Browns","New York Jets","New York Jets",NA,"Sun",13:02:00,31,28,393,0,407,2,"Browns","Cleveland","Jets","New York",1044825,514489,530336,67431,1,15,264,452,-188,-11.8,1.7,-10.1,-5.2,-4.9,0,0,2016
2016-10-30,"8","Buffalo Bills","New England Patriots","New England Patriots",NA,"Sun",13:02:00,41,25,357,0,376,0,"Bills","Buffalo","Patriots","New England",1098702,548073,550629,70442,7,9,399,378,21,1.3,-1.6,-0.3,1.8,-2.2,0,0,2016
2016-10-30,"8","Tampa Bay Buccaneers","Oakland Raiders","Oakland Raiders",NA,"Sun",13:02:00,30,24,626,1,270,0,"Buccaneers","Tampa Bay","Raiders","Oakland",1054600,484998,569602,61068,9,7,354,369,-15,-0.9,0.7,-0.2,-1.5,1.3,0,0,2016
2016-10-30,"8","Indianapolis Colts","Kansas City Chiefs","Kansas City Chiefs",NA,"Sun",13:02:00,30,14,422,0,277,2,"Colts","Indianapolis","Chiefs","Kansas City",1100210,524393,575817,65417,8,8,411,392,19,1.2,-0.8,0.4,3.1,-2.7,0,0,2016
2016-10-30,"8","New Orleans Saints","Seattle Seahawks","New Orleans Saints",NA,"Sun",13:03:00,25,20,375,1,359,1,"Saints","New Orleans","Seahawks","Seattle",1141039,584876,556163,73188,7,9,469,454,15,0.9,0.6,1.5,6.8,-5.3,0,0,2016
2016-10-30,"8","Houston Texans","Detroit Lions","Houston Texans",NA,"Sun",13:03:00,20,13,269,1,289,0,"Texans","Houston","Lions","Detroit",1132210,574947,557263,71882,9,7,279,328,-49,-3.1,0.4,-2.6,-5.3,2.7,1,0,2016
2016-10-30,"8","Denver Broncos","San Diego Chargers","Denver Broncos",NA,"Sun",16:05:00,27,19,324,3,369,3,"Broncos","Denver","Chargers","San Diego",1133943,614193,519750,76756,9,7,333,297,36,2.3,1.8,4,-2,6.1,0,0,2016
2016-10-30,"8","Atlanta Falcons","Green Bay Packers","Atlanta Falcons",NA,"Sun",16:25:00,33,32,367,0,331,0,"Falcons","Atlanta","Packers","Green Bay",1116392,559998,556394,70165,11,5,540,406,134,8.4,0.1,8.5,10.5,-2,1,0,2016
2016-10-30,"8","Dallas Cowboys","Philadelphia Eagles","Dallas Cowboys",NA,"Sun",20:31:00,29,23,460,1,291,1,"Cowboys","Dallas","Eagles","Philadelphia",1322087,740318,581769,93103,13,3,421,306,115,7.2,-0.2,7,4.1,2.9,1,0,2016
2016-10-31,"8","Chicago Bears","Minnesota Vikings","Chicago Bears",NA,"Mon",20:31:00,20,10,403,0,258,0,"Bears","Chicago","Vikings","Minnesota",1060607,482951,577656,60422,3,13,279,399,-120,-7.5,0,-7.5,-5.2,-2.3,0,0,2016
2016-11-03,"9","Tampa Bay Buccaneers","Atlanta Falcons","Atlanta Falcons",NA,"Thu",20:25:00,43,28,461,1,396,2,"Buccaneers","Tampa Bay","Falcons","Atlanta",1054600,484998,569602,57797,9,7,354,369,-15,-0.9,0.7,-0.2,-1.5,1.3,0,0,2016
2016-11-06,"9","Kansas City Chiefs","Jacksonville Jaguars","Kansas City Chiefs",NA,"Sun",13:00:00,19,14,231,0,449,4,"Chiefs","Kansas City","Jaguars","Jacksonville",1115214,586624,528590,73294,12,4,389,311,78,4.9,0.7,5.6,1.2,4.4,1,0,2016
2016-11-06,"9","Baltimore Ravens","Pittsburgh Steelers","Baltimore Ravens",NA,"Sun",13:00:00,21,14,274,1,277,1,"Ravens","Baltimore","Steelers","Pittsburgh",1134133,568823,565310,71286,8,8,343,321,22,1.4,0.2,1.5,-1.1,2.6,0,0,2016
2016-11-06,"9","New York Giants","Philadelphia Eagles","New York Giants",NA,"Sun",13:00:00,28,23,302,2,443,2,"Giants","New York","Eagles","Philadelphia",1217320,630315,587005,80309,11,5,310,284,26,1.6,0.5,2.1,-3.2,5.4,1,0,2016
2016-11-06,"9","Miami Dolphins","New York Jets","Miami Dolphins",NA,"Sun",13:00:00,27,23,274,0,331,2,"Dolphins","Miami","Jets","New York",1073132,524101,549031,65722,10,6,363,380,-17,-1.1,-1.3,-2.4,-0.6,-1.8,1,0,2016
2016-11-06,"9","Minnesota Vikings","Detroit Lions","Detroit Lions",NA,"Sun",13:00:00,22,16,311,1,337,0,"Vikings","Minnesota","Lions","Detroit",1084502,534289,550213,66807,8,8,327,307,20,1.3,-0.3,0.9,-2.6,3.6,0,0,2016
2016-11-06,"9","Cleveland Browns","Dallas Cowboys","Dallas Cowboys",NA,"Sun",13:00:00,35,10,423,0,222,0,"Browns","Cleveland","Cowboys","Dallas",1044825,514489,530336,67431,1,15,264,452,-188,-11.8,1.7,-10.1,-5.2,-4.9,0,0,2016
2016-11-06,"9","San Francisco 49ers","New Orleans Saints","New Orleans Saints",NA,"Sun",16:05:00,41,23,571,0,486,4,"49ers","San Francisco","Saints","New Orleans",1119165,561424,557741,70178,2,14,309,480,-171,-10.7,-0.5,-11.2,-3.7,-7.5,0,0,2016
2016-11-06,"9","Los Angeles Rams","Carolina Panthers","Carolina Panthers",NA,"Sun",16:05:00,13,10,244,0,339,1,"Rams","Los Angeles","Panthers","Carolina",1198268,665318,532950,86109,4,12,224,394,-170,-10.6,-0.5,-11.1,-9.5,-1.6,0,0,2016
2016-11-06,"9","Green Bay Packers","Indianapolis Colts","Indianapolis Colts",NA,"Sun",16:25:00,31,26,355,2,405,1,"Packers","Green Bay","Colts","Indianapolis",1169215,625727,543488,78437,10,6,432,388,44,2.8,0.1,2.8,4.9,-2,1,0,2016
2016-11-06,"9","San Diego Chargers","Tennessee Titans","San Diego Chargers",NA,"Sun",16:25:00,43,35,476,0,393,3,"Chargers","San Diego","Titans","Tennessee",998070,456197,541873,52281,5,11,410,423,-13,-0.8,0.9,0.1,3,-3,0,0,2016
2016-11-06,"9","Oakland Raiders","Denver Broncos","Oakland Raiders",NA,"Sun",20:30:00,30,20,397,0,299,2,"Raiders","Oakland","Broncos","Denver",1009172,458561,550611,54957,12,4,416,385,31,1.9,1.3,3.3,3.5,-0.3,1,0,2016
2016-11-07,"9","Seattle Seahawks","Buffalo Bills","Seattle Seahawks",NA,"Mon",20:30:00,31,25,278,0,425,1,"Seahawks","Seattle","Bills","Buffalo",1138809,552588,586221,69084,10,5,354,292,62,3.9,-1.7,2.1,-2.4,4.5,1,0,2016
2016-11-10,"10","Baltimore Ravens","Cleveland Browns","Baltimore Ravens",NA,"Thu",20:25:00,28,7,396,2,144,3,"Ravens","Baltimore","Browns","Cleveland",1134133,568823,565310,70921,8,8,343,321,22,1.4,0.2,1.5,-1.1,2.6,0,0,2016
2016-11-13,"10","Washington Redskins","Minnesota Vikings","Washington Redskins",NA,"Sun",13:00:00,26,20,388,1,331,1,"Redskins","Washington","Vikings","Minnesota",1206654,626432,580222,78216,8,7,396,383,13,0.8,1.2,2,3.3,-1.3,0,0,2016
2016-11-13,"10","Jacksonville Jaguars","Houston Texans","Houston Texans",NA,"Sun",13:00:00,24,21,273,0,327,2,"Jaguars","Jacksonville","Texans","Houston",1031602,517172,514430,62091,3,13,318,400,-82,-5.1,0.2,-5,-2.7,-2.3,0,0,2016
2016-11-13,"10","Tampa Bay Buccaneers","Chicago Bears","Tampa Bay Buccaneers",NA,"Sun",13:00:00,36,10,360,1,283,4,"Buccaneers","Tampa Bay","Bears","Chicago",1054600,484998,569602,62898,9,7,354,369,-15,-0.9,0.7,-0.2,-1.5,1.3,0,0,2016
2016-11-13,"10","Carolina Panthers","Kansas City Chiefs","Kansas City Chiefs",NA,"Sun",13:00:00,20,17,256,1,341,2,"Panthers","Carolina","Chiefs","Kansas City",1159680,590343,569337,74181,6,10,369,402,-33,-2.1,1.1,-1,-0.2,-0.8,0,0,2016
2016-11-13,"10","Tennessee Titans","Green Bay Packers","Tennessee Titans",NA,"Sun",13:00:00,47,25,446,0,402,3,"Titans","Tennessee","Packers","Green Bay",1016507,517273,499234,69116,9,7,381,378,3,0.2,-1.2,-1,0.7,-1.7,0,0,2016
2016-11-13,"10","New Orleans Saints","Denver Broncos","Denver Broncos",NA,"Sun",13:00:00,25,23,337,2,373,4,"Saints","New Orleans","Broncos","Denver",1141039,584876,556163,73138,7,9,469,454,15,0.9,0.6,1.5,6.8,-5.3,0,0,2016
2016-11-13,"10","New York Jets","Los Angeles Rams","Los Angeles Rams",NA,"Sun",13:00:00,9,6,280,0,296,1,"Jets","New York","Rams","Los Angeles",1168377,625280,543097,78160,5,11,275,409,-134,-8.4,-0.1,-8.5,-5.5,-3,0,0,2016
2016-11-13,"10","Philadelphia Eagles","Atlanta Falcons","Philadelphia Eagles",NA,"Sun",13:00:00,24,15,429,1,303,1,"Eagles","Philadelphia","Falcons","Atlanta",1125298,556768,568530,69596,7,9,367,331,36,2.3,1.6,3.8,1.3,2.5,0,0,2016
2016-11-13,"10","San Diego Chargers","Miami Dolphins","Miami Dolphins",NA,"Sun",16:05:00,31,24,337,1,379,4,"Chargers","San Diego","Dolphins","Miami",998070,456197,541873,55107,5,11,410,423,-13,-0.8,0.9,0.1,3,-3,0,0,2016
2016-11-13,"10","Arizona Cardinals","San Francisco 49ers","Arizona Cardinals",NA,"Sun",16:25:00,23,20,443,4,281,1,"Cardinals","Arizona","49ers","San Francisco",1083135,518652,564483,65127,7,8,418,362,56,3.5,-1.9,1.6,2.4,-0.8,0,0,2016
2016-11-13,"10","Pittsburgh Steelers","Dallas Cowboys","Dallas Cowboys",NA,"Sun",16:25:00,35,30,422,1,448,0,"Steelers","Pittsburgh","Cowboys","Dallas",1065627,514503,551124,67737,11,5,399,327,72,4.5,0.2,4.7,2.8,2,1,0,2016
2016-11-13,"10","New England Patriots","Seattle Seahawks","Seattle Seahawks",NA,"Sun",20:30:00,31,24,420,0,385,2,"Patriots","New England","Seahawks","Seattle",1094772,534632,560140,66829,14,2,441,250,191,11.9,-2.7,9.3,4.3,5,1,1,2016
2016-11-14,"10","New York Giants","Cincinnati Bengals","New York Giants",NA,"Mon",20:30:00,21,20,351,2,264,1,"Giants","New York","Bengals","Cincinnati",1217320,630315,587005,76218,11,5,310,284,26,1.6,0.5,2.1,-3.2,5.4,1,0,2016
2016-11-17,"11","Carolina Panthers","New Orleans Saints","Carolina Panthers",NA,"Thu",20:25:00,23,20,223,0,371,2,"Panthers","Carolina","Saints","New Orleans",1159680,590343,569337,73288,6,10,369,402,-33,-2.1,1.1,-1,-0.2,-0.8,0,0,2016
2016-11-20,"11","Cincinnati Bengals","Buffalo Bills","Buffalo Bills",NA,"Sun",13:00:00,16,12,342,1,300,2,"Bengals","Cincinnati","Bills","Buffalo",1088770,508071,580699,61356,6,9,325,315,10,0.6,0.4,1,-1.5,2.5,0,0,2016
2016-11-20,"11","Kansas City Chiefs","Tampa Bay Buccaneers","Tampa Bay Buccaneers",NA,"Sun",13:00:00,19,17,442,1,343,2,"Chiefs","Kansas City","Buccaneers","Tampa Bay",1115214,586624,528590,72277,12,4,389,311,78,4.9,0.7,5.6,1.2,4.4,1,0,2016
2016-11-20,"11","New York Giants","Chicago Bears","New York Giants",NA,"Sun",13:00:00,22,16,329,0,315,1,"Giants","New York","Bears","Chicago",1217320,630315,587005,78898,11,5,310,284,26,1.6,0.5,2.1,-3.2,5.4,1,0,2016
2016-11-20,"11","Detroit Lions","Jacksonville Jaguars","Detroit Lions",NA,"Sun",13:00:00,26,19,277,2,285,3,"Lions","Detroit","Jaguars","Jacksonville",1075305,486342,588963,61486,9,7,346,358,-12,-0.8,-0.6,-1.4,-1.3,-0.1,1,0,2016
2016-11-20,"11","Minnesota Vikings","Arizona Cardinals","Minnesota Vikings",NA,"Sun",13:00:00,30,24,217,1,290,2,"Vikings","Minnesota","Cardinals","Arizona",1084502,534289,550213,66808,8,8,327,307,20,1.3,-0.3,0.9,-2.6,3.6,0,0,2016
2016-11-20,"11","Indianapolis Colts","Tennessee Titans","Indianapolis Colts",NA,"Sun",13:00:00,24,17,327,1,351,0,"Colts","Indianapolis","Titans","Tennessee",1100210,524393,575817,65048,8,8,411,392,19,1.2,-0.8,0.4,3.1,-2.7,0,0,2016
2016-11-20,"11","Dallas Cowboys","Baltimore Ravens","Dallas Cowboys",NA,"Sun",13:00:00,27,17,417,0,368,0,"Cowboys","Dallas","Ravens","Baltimore",1322087,740318,581769,93056,13,3,421,306,115,7.2,-0.2,7,4.1,2.9,1,0,2016
2016-11-20,"11","Cleveland Browns","Pittsburgh Steelers","Pittsburgh Steelers",NA,"Sun",13:00:00,24,9,313,0,209,2,"Browns","Cleveland","Steelers","Pittsburgh",1044825,514489,530336,67431,1,15,264,452,-188,-11.8,1.7,-10.1,-5.2,-4.9,0,0,2016
2016-11-20,"11","Los Angeles Rams","Miami Dolphins","Miami Dolphins",NA,"Sun",16:05:00,14,10,240,1,227,1,"Rams","Los Angeles","Dolphins","Miami",1198268,665318,532950,83483,4,12,224,394,-170,-10.6,-0.5,-11.1,-9.5,-1.6,0,0,2016
2016-11-20,"11","San Francisco 49ers","New England Patriots","New England Patriots",NA,"Sun",16:25:00,30,17,444,0,299,0,"49ers","San Francisco","Patriots","New England",1119165,561424,557741,70178,2,14,309,480,-171,-10.7,-0.5,-11.2,-3.7,-7.5,0,0,2016
