"game_date","week","home_team","away_team","winner","tie","weekday","time","pts_win","pts_loss","yds_win","turnovers_win","yds_loss","turnovers_loss","home_team_name","home_team_city","away_team_name","away_team_city","total_attendance","home_attendance","away_attendance","weekly_attendance","wins","loss","points_for","points_against","points_differential","margin_of_victory","strength_of_schedule","simple_rating","offensive_ranking","defensive_ranking","playoffs","superbowl_winner","game_year"
2005-01-01,"17","Green Bay Packers","Seattle Seahawks","Green Bay Packers",NA,"Sun",13:02:00,23,17,314,3,245,2,"Packers","Green Bay","Seahawks","Seattle",1099618,562419,537199,69928,4,12,298,344,-46,-2.9,-0.8,-3.7,-1.5,-2.2,0,0,2005
2005-01-01,"17","Atlanta Falcons","Carolina Panthers","Carolina Panthers",NA,"Sun",13:05:00,44,11,403,0,211,4,"Falcons","Atlanta","Panthers","Carolina",1104620,565106,539514,70796,8,8,351,341,10,0.6,-1.9,-1.2,1.1,-2.3,0,0,2005
2005-01-01,"17","Jacksonville Jaguars","Tennessee Titans","Jacksonville Jaguars",NA,"Sun",16:05:00,40,13,335,1,270,2,"Jaguars","Jacksonville","Titans","Tennessee",1037856,525519,512337,65485,12,4,361,269,92,5.8,-1,4.8,1.1,3.7,1,0,2005
2005-01-01,"17","San Francisco 49ers","Houston Texans","San Francisco 49ers",NA,"Sun",16:05:00,20,17,324,1,284,2,"49ers","San Francisco","Texans","Houston",1113073,523426,589647,67970,4,12,239,428,-189,-11.8,0.7,-11.1,-5.6,-5.5,0,0,2005
2005-01-01,"17","Minnesota Vikings","Chicago Bears","Minnesota Vikings",NA,"Sun",16:15:00,34,10,396,0,251,0,"Vikings","Minnesota","Bears","Chicago",1063788,511960,551828,64023,9,7,306,344,-38,-2.4,-1.1,-3.5,-1.4,-2.1,0,0,2005
2005-01-01,"17","Philadelphia Eagles","Washington Redskins","Washington Redskins",NA,"Sun",16:16:00,31,20,279,1,335,6,"Eagles","Philadelphia","Redskins","Washington",1109699,541393,568306,67700,6,10,310,388,-78,-4.9,2.6,-2.3,-0.7,-1.7,0,0,2005
2005-01-01,"17","Dallas Cowboys","St. Louis Rams","St. Louis Rams",NA,"Sun",20:36:00,20,10,253,0,271,4,"Cowboys","Dallas","Rams","St. Louis",1081038,505258,575780,63131,9,7,325,308,17,1.1,2.1,3.2,-0.1,3.2,0,0,2005
2005-01-07,"WildCard","Tampa Bay Buccaneers","Washington Redskins","Washington Redskins",NA,"Sat",16:34:00,17,10,120,1,243,3,"Buccaneers","Tampa Bay","Redskins","Washington",NA,NA,NA,NA,11,5,300,274,26,1.6,-2.6,-1,-2.8,1.8,1,0,2005
2005-01-07,"WildCard","New England Patriots","Jacksonville Jaguars","New England Patriots",NA,"Sat",20:08:00,28,3,307,0,292,2,"Patriots","New England","Jaguars","Jacksonville",NA,NA,NA,NA,10,6,379,338,41,2.6,0.6,3.1,3.7,-0.5,1,0,2005
2005-01-08,"WildCard","New York Giants","Carolina Panthers","Carolina Panthers",NA,"Sun",13:04:00,23,0,335,0,132,5,"Giants","New York","Panthers","Carolina",NA,NA,NA,NA,11,5,422,314,108,6.8,0.7,7.5,5.8,1.7,1,0,2005
2005-01-08,"WildCard","Cincinnati Bengals","Pittsburgh Steelers","Pittsburgh Steelers",NA,"Sun",16:36:00,31,17,346,0,327,2,"Bengals","Cincinnati","Steelers","Pittsburgh",NA,NA,NA,NA,11,5,421,350,71,4.4,-0.6,3.8,6.5,-2.7,1,0,2005
2005-01-14,"Division","Seattle Seahawks","Washington Redskins","Seattle Seahawks",NA,"Sat",16:35:00,20,10,334,3,289,1,"Seahawks","Seattle","Redskins","Washington",NA,NA,NA,NA,13,3,452,271,181,11.3,-2.2,9.1,5.8,3.4,1,0,2005
2005-01-14,"Division","Denver Broncos","New England Patriots","Denver Broncos",NA,"Sat",20:16:00,27,13,286,1,420,5,"Broncos","Denver","Patriots","New England",NA,NA,NA,NA,13,3,395,258,137,8.6,2.2,10.8,5,5.8,1,0,2005
2005-01-15,"Division","Indianapolis Colts","Pittsburgh Steelers","Pittsburgh Steelers",NA,"Sun",13:04:00,21,18,295,2,305,0,"Colts","Indianapolis","Steelers","Pittsburgh",NA,NA,NA,NA,14,2,439,247,192,12,-1.2,10.8,5.6,5.2,1,0,2005
2005-01-15,"Division","Chicago Bears","Carolina Panthers","Carolina Panthers",NA,"Sun",16:41:00,29,21,434,1,282,1,"Bears","Chicago","Panthers","Carolina",NA,NA,NA,NA,11,5,260,202,58,3.6,-2.2,1.4,-5.2,6.6,1,0,2005
2005-01-22,"ConfChamp","Denver Broncos","Pittsburgh Steelers","Pittsburgh Steelers",NA,"Sun",15:08:00,34,17,358,0,308,4,"Broncos","Denver","Steelers","Pittsburgh",NA,NA,NA,NA,13,3,395,258,137,8.6,2.2,10.8,5,5.8,1,0,2005
2005-01-22,"ConfChamp","Seattle Seahawks","Carolina Panthers","Seattle Seahawks",NA,"Sun",18:47:00,34,14,393,0,212,4,"Seahawks","Seattle","Panthers","Carolina",NA,NA,NA,NA,13,3,452,271,181,11.3,-2.2,9.1,5.8,3.4,1,0,2005
2005-02-05,"SuperBowl","Pittsburgh Steelers","Seattle Seahawks","Pittsburgh Steelers",NA,"Sun",18:27:00,21,10,339,2,396,1,"Steelers","Pittsburgh","Seahawks","Seattle",NA,NA,NA,NA,11,5,389,258,131,8.2,-0.4,7.8,3.8,4,1,1,2005
2006-09-07,"1","Pittsburgh Steelers","Miami Dolphins","Pittsburgh Steelers",NA,"Thu",20:37:00,28,17,342,1,278,2,"Steelers","Pittsburgh","Dolphins","Miami",1052087,499461,552626,64927,8,8,353,315,38,2.4,1,3.4,3,0.4,0,0,2006
2006-09-10,"1","Kansas City Chiefs","Cincinnati Bengals","Cincinnati Bengals",NA,"Sun",13:00:00,23,10,236,1,289,3,"Chiefs","Kansas City","Bengals","Cincinnati",1167512,623275,544237,77956,9,7,331,315,16,1,0,1,0.4,0.6,1,0,2006
2006-09-10,"1","Tampa Bay Buccaneers","Baltimore Ravens","Baltimore Ravens",NA,"Sun",13:01:00,27,0,271,0,142,3,"Buccaneers","Tampa Bay","Ravens","Baltimore",1070781,524661,546120,65087,4,12,211,353,-142,-8.9,0.9,-7.9,-7.2,-0.8,0,0,2006
2006-09-10,"1","New England Patriots","Buffalo Bills","New England Patriots",NA,"Sun",13:02:00,19,17,319,2,240,0,"Patriots","New England","Bills","Buffalo",1110770,550048,560722,68756,12,4,385,237,148,9.3,1,10.2,4.3,5.9,1,0,2006
2006-09-10,"1","Houston Texans","Philadelphia Eagles","Philadelphia Eagles",NA,"Sun",13:02:00,24,10,441,1,241,0,"Texans","Houston","Eagles","Philadelphia",1086443,561469,524974,70180,6,10,267,366,-99,-6.2,1.7,-4.5,-3.2,-1.3,0,0,2006
2006-09-10,"1","St. Louis Rams","Denver Broncos","St. Louis Rams",NA,"Sun",13:02:00,18,10,320,0,259,5,"Rams","St. Louis","Broncos","Denver",1046325,522610,523715,65577,8,8,367,381,-14,-0.9,-3.1,-4,0.8,-4.7,0,0,2006
2006-09-10,"1","Carolina Panthers","Atlanta Falcons","Atlanta Falcons",NA,"Sun",13:03:00,20,6,385,0,215,2,"Panthers","Carolina","Falcons","Atlanta",1147260,588537,558723,73522,8,8,270,305,-35,-2.2,-0.5,-2.7,-4.2,1.5,0,0,2006
2006-09-10,"1","Tennessee Titans","New York Jets","New York Jets",NA,"Sun",13:03:00,23,16,393,2,328,3,"Titans","Tennessee","Jets","New York",1097073,553144,543929,69143,8,8,324,400,-76,-4.8,3.5,-1.3,1,-2.3,0,0,2006
2006-09-10,"1","Cleveland Browns","New Orleans Saints","New Orleans Saints",NA,"Sun",13:04:00,19,14,326,2,186,3,"Browns","Cleveland","Saints","New Orleans",1112241,578672,533569,72915,4,12,238,356,-118,-7.4,1.5,-5.8,-4.5,-1.3,0,0,2006
2006-09-10,"1","Detroit Lions","Seattle Seahawks","Seattle Seahawks",NA,"Sun",13:04:00,9,6,264,1,251,1,"Lions","Detroit","Seahawks","Seattle",1021303,487116,534187,60535,3,13,305,398,-93,-5.8,-0.5,-6.4,-1.8,-4.6,0,0,2006
2006-09-10,"1","Green Bay Packers","Chicago Bears","Chicago Bears",NA,"Sun",16:15:00,26,0,361,1,267,3,"Packers","Green Bay","Bears","Chicago",1104825,565749,539076,70918,8,8,301,366,-65,-4.1,-0.4,-4.4,-2.3,-2.1,0,0,2006
2006-09-10,"1","Jacksonville Jaguars","Dallas Cowboys","Jacksonville Jaguars",NA,"Sun",16:15:00,24,17,307,1,323,3,"Jaguars","Jacksonville","Cowboys","Dallas",1104052,534866,569186,67164,8,8,371,274,97,6.1,1.4,7.5,2.6,4.9,0,0,2006
2006-09-10,"1","Arizona Cardinals","San Francisco 49ers","Arizona Cardinals",NA,"Sun",16:15:00,34,27,367,1,393,2,"Cardinals","Arizona","49ers","San Francisco",1041022,508829,532193,63407,5,11,314,389,-75,-4.7,-2.2,-6.9,-2.6,-4.3,0,0,2006
2006-09-10,"1","New York Giants","Indianapolis Colts","Indianapolis Colts",NA,"Sun",20:24:00,26,21,327,1,433,2,"Giants","New York","Colts","Indianapolis",1196814,628910,567904,78622,8,8,355,362,-7,-0.4,0.5,0.1,1.2,-1.1,1,0,2006
2006-09-11,"1","Washington Redskins","Minnesota Vikings","Minnesota Vikings",NA,"Mon",19:11:00,19,16,309,0,266,0,"Redskins","Washington","Vikings","Minnesota",1236415,701049,535366,90608,5,11,307,376,-69,-4.3,0.3,-4,-2.1,-2,0,0,2006
2006-09-11,"1","Oakland Raiders","San Diego Chargers","San Diego Chargers",NA,"Mon",22:25:00,27,0,302,0,129,1,"Raiders","Oakland","Chargers","San Diego",1039706,467964,571742,62578,2,14,168,332,-164,-10.3,0.6,-9.6,-10.3,0.7,0,0,2006
2006-09-17,"2","Green Bay Packers","New Orleans Saints","New Orleans Saints",NA,"Sun",13:02:00,34,27,380,3,385,2,"Packers","Green Bay","Saints","New Orleans",1104825,565749,539076,70602,8,8,301,366,-65,-4.1,-0.4,-4.4,-2.3,-2.1,0,0,2006
2006-09-17,"2","Philadelphia Eagles","New York Giants","New York Giants",NA,"Sun",13:02:00,30,24,404,1,451,1,"Eagles","Philadelphia","Giants","New York",1109173,553794,555379,69241,10,6,398,328,70,4.4,-1,3.4,3.2,0.2,1,0,2006
2006-09-17,"2","Baltimore Ravens","Oakland Raiders","Baltimore Ravens",NA,"Sun",13:02:00,28,6,264,1,162,6,"Ravens","Baltimore","Raiders","Oakland",1125187,566547,558640,70744,13,3,353,201,152,9.5,-0.2,9.3,1.5,7.8,1,0,2006
2006-09-17,"2","Minnesota Vikings","Carolina Panthers","Minnesota Vikings",NA,"Sun",13:03:00,16,13,365,1,271,1,"Vikings","Minnesota","Panthers","Carolina",1075545,509743,565802,63623,6,10,282,327,-45,-2.8,-1.3,-4.1,-3.7,-0.4,0,0,2006
2006-09-17,"2","Chicago Bears","Detroit Lions","Chicago Bears",NA,"Sun",13:03:00,34,7,383,1,245,3,"Bears","Chicago","Lions","Detroit",1048363,497786,550577,62181,13,3,427,255,172,10.8,-2.9,7.9,4.9,3,1,0,2006
2006-09-17,"2","Cincinnati Bengals","Cleveland Browns","Cincinnati Bengals",NA,"Sun",13:03:00,34,17,481,2,301,3,"Bengals","Cincinnati","Browns","Cleveland",1081250,527870,553380,66072,8,8,373,331,42,2.6,1.5,4.1,4,0,0,0,2006
2006-09-17,"2","Indianapolis Colts","Houston Texans","Indianapolis Colts",NA,"Sun",13:03:00,43,24,515,1,299,2,"Colts","Indianapolis","Texans","Houston",1028634,457154,571480,56614,12,4,427,360,67,4.2,1.7,5.9,6.9,-1.1,1,1,2006
2006-09-17,"2","Miami Dolphins","Buffalo Bills","Buffalo Bills",NA,"Sun",13:03:00,16,6,171,0,282,1,"Dolphins","Miami","Bills","Buffalo",1119255,585973,533282,72797,6,10,260,283,-23,-1.4,2.1,0.7,-3.3,4,0,0,2006
2006-09-17,"2","Atlanta Falcons","Tampa Bay Buccaneers","Atlanta Falcons",NA,"Sun",13:05:00,14,3,382,2,351,3,"Falcons","Atlanta","Buccaneers","Tampa Bay",1126210,563462,562748,70828,7,9,292,328,-36,-2.3,-0.8,-3,-2.8,-0.2,0,0,2006
2006-09-17,"2","San Francisco 49ers","St. Louis Rams","San Francisco 49ers",NA,"Sun",16:06:00,20,13,360,1,265,1,"49ers","San Francisco","Rams","St. Louis",1086093,545207,540886,67791,7,9,298,412,-114,-7.1,-1.6,-8.7,-3.5,-5.2,0,0,2006
2006-09-17,"2","Seattle Seahawks","Arizona Cardinals","Seattle Seahawks",NA,"Sun",16:06:00,21,10,341,2,256,2,"Seahawks","Seattle","Cardinals","Arizona",1083593,543820,539773,67470,9,7,335,341,-6,-0.4,-3.2,-3.6,-1.7,-1.9,1,0,2006
2006-09-17,"2","New York Jets","New England Patriots","New England Patriots",NA,"Sun",16:15:00,24,17,358,2,338,1,"Jets","New York","Patriots","New England",1175356,618575,556781,77595,10,6,316,295,21,1.3,0.7,2,0.4,1.7,1,0,2006
2006-09-17,"2","San Diego Chargers","Tennessee Titans","San Diego Chargers",NA,"Sun",16:15:00,40,7,476,0,218,2,"Chargers","San Diego","Titans","Tennessee",1084416,531031,553385,64344,14,2,492,303,189,11.8,-1.6,10.2,10,0.2,1,0,2006
2006-09-17,"2","Denver Broncos","Kansas City Chiefs","Denver Broncos",NA,"Sun",16:16:00,9,6,318,1,276,2,"Broncos","Denver","Chiefs","Kansas City",1155737,610782,544955,76786,9,7,319,305,14,0.9,0.4,1.3,-0.8,2.1,0,0,2006
2006-09-17,"2","Dallas Cowboys","Washington Redskins","Dallas Cowboys",NA,"Sun",20:20:00,27,10,367,1,245,1,"Cowboys","Dallas","Redskins","Washington",1089509,506308,583201,63152,9,7,425,350,75,4.7,-1,3.7,5,-1.3,1,0,2006
2006-09-18,"2","Jacksonville Jaguars","Pittsburgh Steelers","Jacksonville Jaguars",NA,"Mon",20:40:00,9,0,362,1,153,2,"Jaguars","Jacksonville","Steelers","Pittsburgh",1104052,534866,569186,67164,8,8,371,274,97,6.1,1.4,7.5,2.6,4.9,0,0,2006
2006-09-24,"3","Indianapolis Colts","Jacksonville Jaguars","Indianapolis Colts",NA,"Sun",13:02:00,21,14,272,0,297,2,"Colts","Indianapolis","Jaguars","Jacksonville",1028634,457154,571480,57041,12,4,427,360,67,4.2,1.7,5.9,6.9,-1.1,1,1,2006
2006-09-24,"3","Buffalo Bills","New York Jets","New York Jets",NA,"Sun",13:02:00,28,20,256,0,475,3,"Bills","Buffalo","Jets","New York",1081107,541169,539938,72067,7,9,300,311,-11,-0.7,2.9,2.2,-0.2,2.4,0,0,2006
2006-09-24,"3","Detroit Lions","Green Bay Packers","Green Bay Packers",NA,"Sun",13:02:00,31,24,400,2,424,1,"Lions","Detroit","Packers","Green Bay",1021303,487116,534187,61095,3,13,305,398,-93,-5.8,-0.5,-6.4,-1.8,-4.6,0,0,2006
2006-09-24,"3","Pittsburgh Steelers","Cincinnati Bengals","Cincinnati Bengals",NA,"Sun",13:02:00,28,20,246,3,365,5,"Steelers","Pittsburgh","Bengals","Cincinnati",1052087,499461,552626,64922,8,8,353,315,38,2.4,1,3.4,3,0.4,0,0,2006
2006-09-24,"3","Miami Dolphins","Tennessee Titans","Miami Dolphins",NA,"Sun",13:02:00,13,10,289,1,316,3,"Dolphins","Miami","Titans","Tennessee",1119255,585973,533282,72733,6,10,260,283,-23,-1.4,2.1,0.7,-3.3,4,0,0,2006
2006-09-24,"3","Houston Texans","Washington Redskins","Washington Redskins",NA,"Sun",13:03:00,31,15,495,1,261,2,"Texans","Houston","Redskins","Washington",1086443,561469,524974,70069,6,10,267,366,-99,-6.2,1.7,-4.5,-3.2,-1.3,0,0,2006
2006-09-24,"3","Tampa Bay Buccaneers","Carolina Panthers","Carolina Panthers",NA,"Sun",13:03:00,26,24,350,3,209,2,"Buccaneers","Tampa Bay","Panthers","Carolina",1070781,524661,546120,65423,4,12,211,353,-142,-8.9,0.9,-7.9,-7.2,-0.8,0,0,2006
2006-09-24,"3","Minnesota Vikings","Chicago Bears","Chicago Bears",NA,"Sun",13:05:00,19,16,325,2,286,2,"Vikings","Minnesota","Bears","Chicago",1075545,509743,565802,63754,6,10,282,327,-45,-2.8,-1.3,-4.1,-3.7,-0.4,0,0,2006
2006-09-24,"3","Cleveland Browns","Baltimore Ravens","Baltimore Ravens",NA,"Sun",16:06:00,15,14,340,0,288,2,"Browns","Cleveland","Ravens","Baltimore",1112241,578672,533569,72474,4,12,238,356,-118,-7.4,1.5,-5.8,-4.5,-1.3,0,0,2006
2006-09-24,"3","San Francisco 49ers","Philadelphia Eagles","Philadelphia Eagles",NA,"Sun",16:15:00,38,24,416,1,392,2,"49ers","San Francisco","Eagles","Philadelphia",1086093,545207,540886,68166,7,9,298,412,-114,-7.1,-1.6,-8.7,-3.5,-5.2,0,0,2006
2006-09-24,"3","Arizona Cardinals","St. Louis Rams","St. Louis Rams",NA,"Sun",16:15:00,16,14,364,2,347,4,"Cardinals","Arizona","Rams","St. Louis",1041022,508829,532193,63278,5,11,314,389,-75,-4.7,-2.2,-6.9,-2.6,-4.3,0,0,2006
2006-09-24,"3","Seattle Seahawks","New York Giants","Seattle Seahawks",NA,"Sun",16:16:00,42,30,333,3,337,4,"Seahawks","Seattle","Giants","New York",1083593,543820,539773,68161,9,7,335,341,-6,-0.4,-3.2,-3.6,-1.7,-1.9,1,0,2006
2006-09-24,"3","New England Patriots","Denver Broncos","Denver Broncos",NA,"Sun",20:20:00,17,7,400,0,370,0,"Patriots","New England","Broncos","Denver",1110770,550048,560722,68756,12,4,385,237,148,9.3,1,10.2,4.3,5.9,1,0,2006
2006-09-25,"3","New Orleans Saints","Atlanta Falcons","New Orleans Saints",NA,"Mon",20:48:00,23,3,326,0,229,0,"Saints","New Orleans","Falcons","Atlanta",1108045,550470,557575,70003,10,6,413,322,91,5.7,-1.6,4,4.9,-0.9,1,0,2006
2006-10-01,"4","Kansas City Chiefs","San Francisco 49ers","Kansas City Chiefs",NA,"Sun",13:00:00,41,0,333,0,165,4,"Chiefs","Kansas City","49ers","San Francisco",1167512,623275,544237,77609,9,7,331,315,16,1,0,1,0.4,0.6,1,0,2006
2006-10-01,"4","Baltimore Ravens","San Diego Chargers","Baltimore Ravens",NA,"Sun",13:02:00,16,13,206,3,284,1,"Ravens","Baltimore","Chargers","San Diego",1125187,566547,558640,70743,13,3,353,201,152,9.5,-0.2,9.3,1.5,7.8,1,0,2006
2006-10-01,"4","New York Jets","Indianapolis Colts","Indianapolis Colts",NA,"Sun",13:02:00,31,28,352,0,321,3,"Jets","New York","Colts","Indianapolis",1175356,618575,556781,77190,10,6,316,295,21,1.3,0.7,2,0.4,1.7,1,0,2006
2006-10-01,"4","Houston Texans","Miami Dolphins","Houston Texans",NA,"Sun",13:02:00,17,15,276,2,289,0,"Texans","Houston","Dolphins","Miami",1086443,561469,524974,70071,6,10,267,366,-99,-6.2,1.7,-4.5,-3.2,-1.3,0,0,2006
2006-10-01,"4","Buffalo Bills","Minnesota Vikings","Buffalo Bills",NA,"Sun",13:02:00,17,12,298,0,330,2,"Bills","Buffalo","Vikings","Minnesota",1081107,541169,539938,71972,7,9,300,311,-11,-0.7,2.9,2.2,-0.2,2.4,0,0,2006
2006-10-01,"4","Carolina Panthers","New Orleans Saints","Carolina Panthers",NA,"Sun",13:02:00,21,18,324,0,407,1,"Panthers","Carolina","Saints","New Orleans",1147260,588537,558723,73392,8,8,270,305,-35,-2.2,-0.5,-2.7,-4.2,1.5,0,0,2006
2006-10-01,"4","Atlanta Falcons","Arizona Cardinals","Atlanta Falcons",NA,"Sun",13:03:00,32,10,405,1,187,4,"Falcons","Atlanta","Cardinals","Arizona",1126210,563462,562748,68981,7,9,292,328,-36,-2.3,-0.8,-3,-2.8,-0.2,0,0,2006
2006-10-01,"4","Tennessee Titans","Dallas Cowboys","Dallas Cowboys",NA,"Sun",13:04:00,45,14,396,1,229,3,"Titans","Tennessee","Cowboys","Dallas",1097073,553144,543929,69143,8,8,324,400,-76,-4.8,3.5,-1.3,1,-2.3,0,0,2006
2006-10-01,"4","St. Louis Rams","Detroit Lions","St. Louis Rams",NA,"Sun",16:05:00,41,34,427,0,370,3,"Rams","St. Louis","Lions","Detroit",1046325,522610,523715,65563,8,8,367,381,-14,-0.9,-3.1,-4,0.8,-4.7,0,0,2006
2006-10-01,"4","Washington Redskins","Jacksonville Jaguars","Washington Redskins",NA,"Sun",16:15:00,36,30,481,2,307,2,"Redskins","Washington","Jaguars","Jacksonville",1236415,701049,535366,89450,5,11,307,376,-69,-4.3,0.3,-4,-2.1,-2,0,0,2006
2006-10-01,"4","Oakland Raiders","Cleveland Browns","Cleveland Browns",NA,"Sun",16:15:00,24,21,283,3,240,1,"Raiders","Oakland","Browns","Cleveland",1039706,467964,571742,61426,2,14,168,332,-164,-10.3,0.6,-9.6,-10.3,0.7,0,0,2006
2006-10-01,"4","Cincinnati Bengals","New England Patriots","New England Patriots",NA,"Sun",16:15:00,38,13,424,1,279,2,"Bengals","Cincinnati","Patriots","New England",1081250,527870,553380,66035,8,8,373,331,42,2.6,1.5,4.1,4,0,0,0,2006
2006-10-01,"4","Chicago Bears","Seattle Seahawks","Chicago Bears",NA,"Sun",20:21:00,37,6,362,0,230,2,"Bears","Chicago","Seahawks","Seattle",1048363,497786,550577,62225,13,3,427,255,172,10.8,-2.9,7.9,4.9,3,1,0,2006
2006-10-02,"4","Philadelphia Eagles","Green Bay Packers","Philadelphia Eagles",NA,"Mon",20:40:00,31,9,398,2,318,3,"Eagles","Philadelphia","Packers","Green Bay",1109173,553794,555379,69222,10,6,398,328,70,4.4,-1,3.4,3.2,0.2,1,0,2006
2006-10-08,"5","New England Patriots","Miami Dolphins","New England Patriots",NA,"Sun",13:02:00,20,10,213,1,283,3,"Patriots","New England","Dolphins","Miami",1110770,550048,560722,68756,12,4,385,237,148,9.3,1,10.2,4.3,5.9,1,0,2006
2006-10-08,"5","Green Bay Packers","St. Louis Rams","St. Louis Rams",NA,"Sun",13:02:00,23,20,327,0,336,2,"Packers","Green Bay","Rams","St. Louis",1104825,565749,539076,70804,8,8,301,366,-65,-4.1,-0.4,-4.4,-2.3,-2.1,0,0,2006
2006-10-08,"5","Indianapolis Colts","Tennessee Titans","Indianapolis Colts",NA,"Sun",13:02:00,14,13,320,2,277,1,"Colts","Indianapolis","Titans","Tennessee",1028634,457154,571480,57021,12,4,427,360,67,4.2,1.7,5.9,6.9,-1.1,1,1,2006
2006-10-08,"5","Carolina Panthers","Cleveland Browns","Carolina Panthers",NA,"Sun",13:02:00,20,12,288,0,248,3,"Panthers","Carolina","Browns","Cleveland",1147260,588537,558723,73520,8,8,270,305,-35,-2.2,-0.5,-2.7,-4.2,1.5,0,0,2006
2006-10-08,"5","New York Giants","Washington Redskins","New York Giants",NA,"Sun",13:03:00,19,3,411,0,164,0,"Giants","New York","Redskins","Washington",1196814,628910,567904,78653,8,8,355,362,-7,-0.4,0.5,0.1,1.2,-1.1,1,0,2006
2006-10-08,"5","New Orleans Saints","Tampa Bay Buccaneers","New Orleans Saints",NA,"Sun",13:03:00,24,21,314,0,406,1,"Saints","New Orleans","Buccaneers","Tampa Bay",1108045,550470,557575,68183,10,6,413,322,91,5.7,-1.6,4,4.9,-0.9,1,0,2006
2006-10-08,"5","Chicago Bears","Buffalo Bills","Chicago Bears",NA,"Sun",13:03:00,40,7,351,1,145,5,"Bears","Chicago","Bills","Buffalo",1048363,497786,550577,62206,13,3,427,255,172,10.8,-2.9,7.9,4.9,3,1,0,2006
2006-10-08,"5","Minnesota Vikings","Detroit Lions","Minnesota Vikings",NA,"Sun",13:05:00,26,17,336,3,217,4,"Vikings","Minnesota","Lions","Detroit",1075545,509743,565802,63906,6,10,282,327,-45,-2.8,-1.3,-4.1,-3.7,-0.4,0,0,2006
2006-10-08,"5","San Francisco 49ers","Oakland Raiders","San Francisco 49ers",NA,"Sun",16:05:00,34,20,330,1,370,5,"49ers","San Francisco","Raiders","Oakland",1086093,545207,540886,68368,7,9,298,412,-114,-7.1,-1.6,-8.7,-3.5,-5.2,0,0,2006
2006-10-08,"5","Arizona Cardinals","Kansas City Chiefs","Kansas City Chiefs",NA,"Sun",16:05:00,23,20,301,2,298,1,"Cardinals","Arizona","Chiefs","Kansas City",1041022,508829,532193,63445,5,11,314,389,-75,-4.7,-2.2,-6.9,-2.6,-4.3,0,0,2006
2006-10-08,"5","Jacksonville Jaguars","New York Jets","Jacksonville Jaguars",NA,"Sun",16:05:00,41,0,312,0,177,4,"Jaguars","Jacksonville","Jets","New York",1104052,534866,569186,66604,8,8,371,274,97,6.1,1.4,7.5,2.6,4.9,0,0,2006
2006-10-08,"5","Philadelphia Eagles","Dallas Cowboys","Philadelphia Eagles",NA,"Sun",16:14:00,38,24,383,2,320,5,"Eagles","Philadelphia","Cowboys","Dallas",1109173,553794,555379,69268,10,6,398,328,70,4.4,-1,3.4,3.2,0.2,1,0,2006
2006-10-08,"5","San Diego Chargers","Pittsburgh Steelers","San Diego Chargers",NA,"Sun",20:15:00,23,13,341,1,265,2,"Chargers","San Diego","Steelers","Pittsburgh",1084416,531031,553385,67837,14,2,492,303,189,11.8,-1.6,10.2,10,0.2,1,0,2006
2006-10-09,"5","Denver Broncos","Baltimore Ravens","Denver Broncos",NA,"Mon",20:41:00,13,3,222,2,257,3,"Broncos","Denver","Ravens","Baltimore",1155737,610782,544955,76355,9,7,319,305,14,0.9,0.4,1.3,-0.8,2.1,0,0,2006
2006-10-15,"6","Tampa Bay Buccaneers","Cincinnati Bengals","Tampa Bay Buccaneers",NA,"Sun",13:02:00,14,13,300,1,305,0,"Buccaneers","Tampa Bay","Bengals","Cincinnati",1070781,524661,546120,65732,4,12,211,353,-142,-8.9,0.9,-7.9,-7.2,-0.8,0,0,2006
2006-10-15,"6","Dallas Cowboys","Houston Texans","Dallas Cowboys",NA,"Sun",13:02:00,34,6,354,0,232,3,"Cowboys","Dallas","Texans","Houston",1089509,506308,583201,63186,9,7,425,350,75,4.7,-1,3.7,5,-1.3,1,0,2006
2006-10-15,"6","Washington Redskins","Tennessee Titans","Tennessee Titans",NA,"Sun",13:02:00,25,22,344,0,305,2,"Redskins","Washington","Titans","Tennessee",1236415,701049,535366,88550,5,11,307,376,-69,-4.3,0.3,-4,-2.1,-2,0,0,2006
2006-10-15,"6","Baltimore Ravens","Carolina Panthers","Carolina Panthers",NA,"Sun",13:02:00,23,21,414,3,292,3,"Ravens","Baltimore","Panthers","Carolina",1125187,566547,558640,70762,13,3,353,201,152,9.5,-0.2,9.3,1.5,7.8,1,0,2006
2006-10-15,"6","New Orleans Saints","Philadelphia Eagles","New Orleans Saints",NA,"Sun",13:02:00,27,24,373,2,325,2,"Saints","New Orleans","Eagles","Philadelphia",1108045,550470,557575,68269,10,6,413,322,91,5.7,-1.6,4,4.9,-0.9,1,0,2006
2006-10-15,"6","St. Louis Rams","Seattle Seahawks","Seattle Seahawks",NA,"Sun",13:02:00,30,28,364,1,368,2,"Rams","St. Louis","Seahawks","Seattle",1046325,522610,523715,65592,8,8,367,381,-14,-0.9,-3.1,-4,0.8,-4.7,0,0,2006
